product_name,product_type,clean_ingreds,price,product_url
Avène Tolérance Extrême Emulsion 50ml,Moisturizer,"['squalene', 'behenyl alcohol', 'capric triglyceride', 'glycerin', 'sodium acrylates/c10-30 alkyl']",£11.25,https://www.lookfantastic.com/avene-tolerance-extreme-emulsion-50ml/11571253.html
Weleda Baby Calendula Cream Bath (200ml),Bath Oil,"['prunus amygdalus dulcis', 'sesamium indicum seed oil', 'alcohol', 'glycerin', 'glyceryl oleate', 'calendula officinalis extract', 'sodium cera alba', 'xanthan gum', 'parfum', 'limonene', 'linalool']",£13.95,https://www.lookfantastic.com/weleda-baby-calendula-cream-bath-200ml/10810409.html
